area,rooms,floor,total_floors,year_built,building_age,district,metro_distance_km,has_parking,has_elevator,has_renovation,is_new_building,school_distance_km,park_distance_km,hospital_distance_km,price
56.0,2,10,15,2021,3,Юг,3.95,0,1,0,1,2.58,3.39,1.53,9909000
35.1,1,10,17,2020,4,Запад,22.55,0,1,1,1,3.29,6.14,3.7,11305000
134.3,4,14,18,1993,31,Центр,1.67,0,1,0,0,1.68,3.22,8.91,58954000
115.9,4,20,21,1970,54,Запад,6.47,0,1,0,0,0.3,5.24,7.58,39301000
39.8,1,10,18,1981,43,Юг,0.67,0,1,0,0,2.53,6.09,2.92,6393000
87.9,3,10,17,1967,57,Пригород,50.56,1,1,1,0,0.16,2.65,3.81,7807000
54.5,2,11,16,1974,50,Юг,4.4,1,1,1,0,4.76,6.4,6.24,8774000
74.1,2,23,30,1981,43,Север,12.9,1,1,0,0,4.0,2.78,4.28,18800000
75.0,2,2,8,1990,34,Юг,2.34,1,1,0,0,1.04,2.12,5.13,11791000
60.7,2,20,28,2002,22,Запад,4.39,0,1,1,0,1.51,1.86,7.04,20885000
48.7,2,8,14,2010,14,Север,12.35,1,1,0,1,4.92,1.68,4.78,13163000
50.6,2,23,25,1983,41,Пригород,58.82,0,1,0,0,1.93,5.92,2.07,4256000
46.2,2,7,12,2008,16,Центр,0.3,0,1,1,0,3.94,7.11,5.3,21033000
47.8,2,8,14,2009,15,Центр,5.02,0,1,0,0,2.29,1.92,3.69,20633000
64.9,2,1,2,2002,22,Запад,2.86,1,0,1,0,4.33,0.77,3.05,21856000
50.1,2,21,23,2019,5,Центр,2.4,1,1,0,1,3.55,2.58,3.42,22015000
87.6,3,2,5,1974,50,Запад,2.74,0,1,1,0,0.21,5.3,4.5,30065000
120.9,4,18,27,1981,43,Восток,7.6,0,1,0,0,1.54,3.01,8.89,24462000
52.9,2,15,20,1995,29,Север,3.49,0,1,0,0,2.83,4.44,7.39,13527000
73.4,2,1,1,1976,48,Пригород,30.01,0,0,1,0,4.64,5.98,6.75,6410000
81.4,3,5,13,2003,21,Юг,0.31,0,1,0,0,0.6,3.33,4.82,13924000
80.5,3,2,6,1994,30,Север,1.27,1,1,0,0,3.05,8.0,0.22,20162000
68.7,2,20,26,1987,37,Север,19.92,1,1,0,0,1.58,2.45,3.54,18617000
89.8,3,3,11,1981,43,Север,50.91,0,1,1,0,4.46,7.83,8.17,23542000
80.9,3,19,27,1990,34,Восток,12.13,1,1,1,0,3.85,1.7,4.0,16716000
40.6,1,18,18,2005,19,Север,2.7,0,1,1,0,1.91,0.98,5.73,9554000
94.4,3,22,22,2003,21,Восток,4.12,1,1,0,0,0.92,6.03,2.21,18690000
95.1,3,18,20,1980,44,Север,10.76,0,1,1,0,0.16,5.65,9.18,24941000
49.1,2,14,19,1976,48,Восток,27.67,1,1,0,0,3.14,6.51,9.25,9672000
67.7,2,24,25,1963,61,Север,4.86,1,1,0,0,2.09,2.81,1.63,17598000
87.6,3,8,17,1961,63,Север,14.15,1,1,0,0,1.64,7.45,7.3,22456000
61.3,2,12,12,2018,6,Пригород,58.88,0,1,0,1,4.93,1.04,0.94,6425000
102.4,3,21,21,1966,58,Юг,16.54,1,1,0,0,2.38,0.34,6.07,17590000
171.7,6,10,14,2011,13,Запад,2.06,0,1,0,1,3.77,2.47,1.95,56892000
48.7,2,23,26,2017,7,Пригород,15.36,0,1,1,1,0.97,6.4,1.63,4737000
38.4,1,20,20,1973,51,Восток,5.42,0,1,0,0,0.17,5.42,0.24,7368000
75.3,3,17,20,1996,28,Пригород,38.91,1,1,0,0,2.15,3.55,9.42,6186000
89.0,3,11,13,2022,2,Юг,1.8,1,1,0,1,3.36,2.12,8.33,15844000
60.8,2,2,3,2016,8,Север,2.68,0,0,0,1,2.58,0.57,0.96,15613000
119.3,4,4,12,1999,25,Центр,4.35,0,1,1,0,4.46,2.77,6.07,55693000
39.0,1,1,1,2012,12,Север,5.08,1,0,1,1,2.23,3.73,2.48,10670000
88.0,3,15,21,2016,8,Восток,3.05,0,1,0,1,1.62,5.53,2.79,15587000
52.3,2,13,16,1991,33,Восток,7.8,0,1,1,0,4.59,5.2,8.77,10354000
132.7,4,8,12,2018,6,Север,8.46,0,1,0,1,2.09,7.58,1.32,35921000
148.0,5,4,13,1998,26,Запад,11.74,1,1,1,0,1.42,0.89,6.09,45996000
49.1,2,10,14,2001,23,Юг,1.36,0,1,1,0,0.58,2.76,4.13,8501000
53.5,2,19,19,2023,1,Пригород,48.37,1,1,1,1,3.99,3.9,2.07,5087000
94.1,3,18,23,2016,8,Восток,7.32,0,1,0,1,4.14,5.4,4.63,18572000
57.1,2,5,13,1992,32,Запад,0.47,0,1,0,0,0.26,4.01,9.42,18795000
65.5,2,19,20,1961,63,Север,12.02,0,1,1,0,1.86,7.31,7.86,17772000
67.4,2,23,29,2006,18,Центр,1.45,0,1,0,0,3.77,4.91,1.49,29037000
30.9,1,22,27,2009,15,Пригород,29.87,0,1,1,0,4.74,0.41,8.52,2947000
66.3,2,16,20,2007,17,Запад,4.75,0,1,1,0,1.95,1.0,9.39,22214000
50.6,2,1,4,2022,2,Восток,3.4,1,0,0,1,4.37,6.05,2.91,10608000
54.7,2,12,15,2017,7,Север,3.3,0,1,0,1,2.03,5.75,3.47,13704000
118.8,4,24,29,1997,27,Восток,13.21,1,1,1,0,0.98,1.31,1.44,25114000
40.3,1,2,5,1968,56,Юг,1.06,1,1,0,0,0.12,0.57,3.58,6378000
92.3,3,21,25,1998,26,Юг,28.21,1,1,0,0,1.72,4.67,6.8,15404000
59.6,2,8,13,2009,15,Запад,6.48,1,1,1,0,1.95,5.12,2.87,18912000
59.6,2,18,22,2005,19,Центр,0.61,0,1,1,0,4.73,1.17,0.27,27348000
91.5,3,16,22,2001,23,Запад,1.13,0,1,0,0,1.11,3.84,3.52,29409000
76.4,3,5,13,1998,26,Пригород,41.62,1,1,1,0,1.97,2.52,4.64,7498000
83.8,3,22,30,1988,36,Пригород,43.48,1,1,1,0,0.22,7.46,5.75,6677000
98.2,3,13,19,1987,37,Восток,0.44,1,1,0,0,3.84,1.83,6.9,19038000
58.4,2,19,25,2000,24,Восток,2.23,1,1,1,0,4.58,5.89,0.81,12493000
52.2,2,3,6,1980,44,Юг,12.7,1,1,1,0,1.27,4.19,4.8,8533000
43.2,1,8,8,1990,34,Запад,0.41,0,1,1,0,2.2,0.19,2.81,14749000
47.9,2,12,19,1989,35,Пригород,53.48,1,1,0,0,0.7,4.18,9.49,4531000
216.9,6,2,5,2004,20,Север,8.59,0,1,0,0,2.34,0.89,3.73,53537000
109.7,4,11,11,1968,56,Север,4.56,0,1,1,0,0.75,5.31,1.18,28723000
38.8,1,12,16,2015,9,Восток,3.4,0,1,1,1,2.66,4.57,0.61,8231000
39.3,1,18,25,2002,22,Центр,0.3,0,1,0,0,3.7,0.18,2.8,17464000
80.9,3,13,16,2008,16,Запад,13.95,0,1,0,0,2.81,1.72,1.95,26054000
83.0,3,5,12,2009,15,Юг,1.23,1,1,0,0,1.3,6.23,6.57,14338000
83.1,3,22,29,1988,36,Центр,1.11,1,1,1,0,1.83,2.28,8.5,37184000
60.2,2,12,14,1998,26,Восток,6.74,1,1,0,0,3.23,4.04,3.26,11093000
63.4,2,2,10,2021,3,Запад,2.26,0,1,0,1,2.99,2.56,5.86,20775000
76.0,3,5,7,2012,12,Север,5.5,1,1,0,1,0.77,7.38,7.36,19409000
69.0,2,7,7,2022,2,Север,13.26,0,1,0,1,4.24,4.34,4.11,17827000
27.4,1,24,25,2011,13,Север,5.09,1,1,1,1,2.43,5.6,0.85,6495000
60.8,2,12,17,1981,43,Юг,23.8,0,1,0,0,0.9,0.76,2.45,10489000
47.4,2,16,25,1968,56,Север,15.04,0,1,1,0,0.7,0.42,8.85,11533000
71.5,2,23,24,2003,21,Восток,3.24,0,1,1,0,4.83,2.15,8.28,14619000
220.1,6,8,13,1991,33,Восток,4.09,1,1,0,0,1.48,2.54,1.05,45700000
77.2,3,9,9,1987,37,Юг,4.4,0,1,0,0,4.55,5.53,2.39,11763000
58.8,2,15,15,2014,10,Пригород,43.18,0,1,1,1,2.11,4.6,7.74,5823000
96.4,3,5,9,1992,32,Юг,2.7,0,1,0,0,1.99,3.06,4.96,16266000
80.9,3,13,22,1989,35,Запад,27.85,0,1,1,0,3.53,5.27,7.65,27609000
78.9,3,5,13,2016,8,Центр,2.81,1,1,0,1,0.15,1.39,2.27,36466000
85.0,3,11,18,2016,8,Север,4.08,0,1,0,1,1.76,0.6,9.54,20887000
151.8,5,10,12,1991,33,Восток,8.29,0,1,1,0,1.58,6.85,7.88,28866000
42.4,1,20,22,2015,9,Центр,1.51,0,1,1,1,4.35,4.56,2.14,19943000
80.6,3,13,13,2016,8,Восток,13.62,0,1,1,1,2.69,5.23,5.67,15056000
46.0,2,9,11,1995,29,Восток,6.71,0,1,1,0,1.89,2.53,1.31,9246000
83.3,3,21,21,1968,56,Север,0.34,1,1,1,0,1.4,3.04,3.74,21025000
46.2,2,14,21,1960,64,Юг,1.56,0,1,0,0,2.99,0.75,6.66,7463000
56.4,2,18,18,2001,23,Запад,16.02,0,1,1,0,0.84,6.87,3.44,18569000
59.3,2,15,19,1991,33,Центр,2.48,0,1,0,0,1.31,4.78,6.64,28281000
98.5,3,10,18,2023,1,Юг,24.02,0,1,1,1,1.54,0.76,2.6,17406000
96.3,3,24,30,2013,11,Восток,0.6,0,1,0,1,3.08,6.46,7.27,18148000
40.5,1,7,10,2012,12,Юг,2.8,0,1,1,1,1.93,3.61,3.72,6973000
68.2,2,8,16,2021,3,Север,1.72,0,1,1,1,2.58,6.14,7.95,16478000
50.2,2,3,11,2018,6,Запад,6.46,0,1,1,1,3.29,0.2,1.54,15344000
40.3,1,15,16,1989,35,Юг,3.86,1,1,1,0,4.79,0.33,3.75,6910000
61.1,2,16,25,1980,44,Юг,1.37,1,1,0,0,3.85,1.45,4.75,10744000
58.9,2,4,13,2011,13,Юг,8.23,1,1,0,1,2.09,1.77,4.35,10820000
176.0,6,21,26,1993,31,Север,6.15,0,1,0,0,3.77,6.14,4.44,46370000
79.3,3,6,9,1998,26,Восток,2.57,1,1,1,0,4.75,5.68,4.56,15696000
38.4,1,1,8,2006,18,Север,5.23,1,1,1,0,2.55,4.97,9.89,9850000
53.2,2,4,10,2019,5,Центр,4.11,1,1,1,1,2.11,7.09,2.09,24322000
100.3,3,11,17,1995,29,Пригород,24.24,0,1,0,0,0.48,2.05,7.73,8303000
153.8,5,12,21,2013,11,Запад,2.77,0,1,1,1,4.47,7.24,5.61,49604000
35.4,1,5,13,1986,38,Пригород,30.57,0,1,1,0,1.31,7.28,4.25,2904000
31.4,1,23,27,2009,15,Север,10.99,0,1,1,0,0.41,3.53,6.41,7995000
140.9,5,21,26,1960,64,Запад,15.01,0,1,1,0,2.73,0.85,8.56,45343000
77.9,3,16,16,2017,7,Восток,3.78,1,1,1,1,4.24,5.84,4.77,14884000
47.1,2,13,18,1964,60,Пригород,28.35,1,1,1,0,2.09,2.76,8.68,4068000
82.6,3,13,14,2010,14,Юг,17.62,0,1,1,1,3.94,6.38,1.12,14179000
23.2,1,17,22,1966,58,Юг,58.89,0,1,1,0,4.2,1.39,6.6,4122000
66.8,2,7,15,1986,38,Юг,8.88,0,1,1,0,2.33,4.36,3.47,11496000
76.0,3,8,15,1999,25,Юг,36.83,0,1,0,0,3.0,4.11,3.99,12491000
96.5,3,13,21,1995,29,Юг,8.63,0,1,1,0,2.72,0.89,5.8,16753000
44.5,1,23,30,1982,42,Запад,10.58,0,1,1,0,4.7,2.97,4.9,14704000
69.0,2,16,23,1990,34,Восток,3.94,0,1,1,0,3.65,0.77,3.94,13753000
46.1,2,4,6,2010,14,Запад,4.54,1,1,1,1,4.63,3.77,3.22,15226000
73.9,2,8,15,2008,16,Пригород,21.49,0,1,1,0,1.18,6.76,6.26,7527000
46.6,2,16,21,1969,55,Пригород,52.02,0,1,0,0,1.62,2.23,5.15,4200000
56.6,2,21,26,2011,13,Центр,8.02,0,1,0,1,0.45,6.14,3.37,25074000
44.8,1,10,15,1967,57,Юг,7.81,0,1,1,0,2.55,1.55,2.21,7297000
86.5,3,12,14,2002,22,Пригород,30.46,0,1,0,0,4.38,5.42,7.79,8315000
94.0,3,12,21,1986,38,Запад,1.34,1,1,1,0,1.7,7.33,8.04,29789000
60.7,2,5,5,2004,20,Восток,2.46,0,1,1,0,0.73,2.66,2.3,12753000
67.7,2,16,19,1986,38,Пригород,26.49,0,1,0,0,0.44,7.21,2.76,5265000
37.4,1,1,10,2023,1,Центр,2.85,1,1,0,1,2.29,4.09,2.54,17422000
59.2,2,9,14,1989,35,Юг,23.21,0,1,0,0,0.9,2.6,8.87,10428000
65.4,2,12,21,1985,39,Север,0.4,0,1,1,0,1.8,7.18,7.79,16693000
190.2,6,5,6,1987,37,Пригород,15.05,0,1,1,0,4.12,0.35,0.93,16355000
42.7,1,22,28,2019,5,Пригород,42.01,1,1,1,1,1.98,0.32,8.36,4249000
119.8,4,20,26,2006,18,Пригород,27.78,0,1,0,0,3.09,4.84,0.56,12252000
99.4,3,22,25,2011,13,Восток,17.0,0,1,1,1,2.56,6.39,2.68,19129000
74.6,2,24,27,2020,4,Пригород,29.73,1,1,0,1,3.62,6.04,9.21,7061000
134.8,4,3,3,2019,5,Юг,2.74,0,0,1,1,0.87,0.73,8.67,24063000
77.4,3,5,6,2011,13,Север,2.51,0,1,1,1,4.61,7.61,7.86,20586000
77.9,3,2,10,1982,42,Юг,1.25,0,1,0,0,3.25,5.65,4.68,13236000
65.3,2,14,23,2016,8,Центр,2.61,1,1,0,1,1.43,7.6,3.35,29085000
108.8,4,2,9,1983,41,Восток,1.47,1,1,1,0,0.7,2.7,8.84,21828000
103.4,3,13,20,2011,13,Запад,4.42,1,1,0,1,0.83,5.58,6.64,31773000
51.9,2,7,15,2008,16,Запад,4.94,1,1,1,0,3.94,6.89,3.1,17885000
39.3,1,10,16,2012,12,Центр,0.3,1,1,1,1,2.98,3.11,4.74,16885000
61.5,2,13,21,2001,23,Юг,0.3,1,1,0,0,1.97,7.72,8.84,10002000
48.4,2,16,25,2006,18,Север,5.88,1,1,0,0,1.73,2.19,9.05,12422000
65.0,2,14,15,2021,3,Юг,9.53,0,1,0,1,4.29,2.59,6.66,10493000
109.4,4,11,16,1973,51,Центр,8.55,0,1,0,0,4.39,7.37,7.38,47624000
55.5,2,10,12,1989,35,Север,1.58,0,1,0,0,2.95,7.76,0.59,15167000
65.6,2,6,11,2005,19,Восток,0.87,0,1,0,0,2.67,2.35,6.13,14029000
68.3,2,4,6,2022,2,Юг,0.43,1,1,1,1,4.1,1.18,6.95,12553000
93.6,3,21,28,1972,52,Север,4.58,0,1,0,0,3.77,6.1,0.4,25064000
27.1,1,1,4,1963,61,Восток,7.81,0,0,0,0,2.06,7.44,8.47,5899000
52.3,2,7,16,1967,57,Пригород,52.82,0,1,1,0,0.51,4.85,9.3,4610000
72.6,2,24,29,1966,58,Восток,9.18,1,1,1,0,3.87,5.11,2.53,14116000
107.8,4,9,17,2019,5,Запад,1.87,1,1,1,1,0.93,6.13,8.49,35629000
54.8,2,8,9,2010,14,Центр,1.86,0,1,0,1,0.18,1.31,6.72,25660000
31.5,1,5,6,2008,16,Пригород,55.97,0,1,1,0,4.23,7.79,5.89,2914000
85.4,3,19,25,2001,23,Центр,1.19,0,1,0,0,2.93,2.98,8.46,40248000
51.7,2,10,11,2013,11,Пригород,37.44,0,1,1,1,4.47,5.06,3.0,4703000
41.4,1,11,12,1980,44,Восток,25.47,0,1,1,0,2.47,3.8,7.95,7600000
51.9,2,15,18,1993,31,Пригород,48.06,1,1,0,0,4.64,3.8,3.28,4438000
61.9,2,6,14,1999,25,Юг,11.02,0,1,0,0,1.83,5.65,7.92,11025000
52.4,2,15,22,1974,50,Пригород,26.36,0,1,1,0,3.65,7.96,4.62,4540000
27.6,1,5,6,1995,29,Север,4.29,0,1,1,0,1.57,5.31,1.35,7186000
95.5,3,19,26,1989,35,Юг,0.69,0,1,0,0,0.11,6.37,3.94,16409000
111.0,4,22,25,1964,60,Север,7.46,0,1,0,0,1.96,0.32,2.49,30834000
86.5,3,19,20,1978,46,Восток,0.88,0,1,0,0,3.72,6.5,1.19,17762000
42.3,1,10,19,2012,12,Восток,14.46,0,1,0,1,0.84,2.47,1.28,8641000
61.5,2,12,18,1962,62,Пригород,51.65,1,1,1,0,2.57,1.1,7.84,5620000
66.5,2,22,27,2020,4,Пригород,39.01,0,1,1,1,1.14,1.0,8.84,5699000
84.7,3,4,13,1971,53,Юг,1.22,0,1,1,0,0.47,5.47,9.29,14556000
87.1,3,18,22,2014,10,Север,0.3,0,1,1,1,3.13,7.98,8.57,24545000
49.7,2,16,16,2019,5,Север,12.74,1,1,1,1,4.76,5.36,8.34,13185000
68.9,2,8,9,2021,3,Юг,7.33,0,1,1,1,1.62,2.17,0.87,11416000
80.1,3,4,11,2017,7,Запад,9.93,1,1,0,1,2.95,1.71,7.94,26087000
119.4,4,23,23,1987,37,Запад,2.9,1,1,1,0,4.77,4.26,7.88,41246000
88.4,3,12,14,1990,34,Север,5.7,0,1,0,0,3.29,0.61,1.49,22485000
91.4,3,2,3,1995,29,Север,11.0,1,0,0,0,3.4,3.25,6.69,23556000
69.0,2,4,8,1978,46,Север,4.97,1,1,0,0,0.98,5.36,4.63,17137000
117.2,4,5,8,1962,62,Запад,7.36,0,1,0,0,2.51,7.74,9.02,38259000
78.6,3,3,9,2017,7,Центр,4.68,1,1,0,1,1.9,3.46,7.02,35861000
47.3,2,9,13,2002,22,Центр,0.73,0,1,1,0,2.41,1.68,9.52,21106000
116.9,4,21,28,2005,19,Пригород,17.97,0,1,1,0,4.02,6.56,1.23,10618000
88.2,3,18,21,2020,4,Север,6.07,1,1,1,1,2.36,5.98,0.6,21947000
55.9,2,11,16,2007,17,Север,0.51,1,1,1,0,0.41,6.89,9.74,14236000
55.0,2,3,6,2009,15,Юг,11.64,1,1,0,0,4.54,1.8,0.99,10331000
75.1,3,23,24,2013,11,Запад,10.16,0,1,0,1,2.77,3.3,3.98,24669000
80.3,3,2,2,1975,49,Пригород,54.68,0,0,0,0,4.63,7.85,6.57,7382000
72.2,2,9,9,1992,32,Юг,8.16,0,1,1,0,2.9,1.35,8.82,11759000
75.5,3,14,21,2022,2,Центр,0.3,0,1,0,1,0.44,5.4,2.69,34037000
131.6,4,4,7,2020,4,Север,2.34,0,1,1,1,2.81,1.97,0.48,33884000
102.4,3,9,13,2018,6,Пригород,51.36,0,1,0,1,2.92,4.05,5.31,10014000
72.0,2,13,20,1997,27,Пригород,22.52,0,1,1,0,1.15,6.42,4.82,7014000
97.2,3,18,24,2017,7,Восток,9.59,0,1,1,1,2.41,3.96,3.21,20273000
44.1,1,15,22,1966,58,Восток,12.12,0,1,1,0,2.35,6.46,8.76,8723000
78.2,3,10,17,1979,45,Запад,3.21,1,1,0,0,3.15,3.47,7.54,27542000
137.5,5,16,21,1995,29,Пригород,29.5,1,1,1,0,1.37,7.99,8.61,13208000
61.1,2,12,21,1999,25,Запад,6.53,0,1,1,0,2.95,3.54,1.79,19185000
47.5,2,20,21,1986,38,Пригород,53.76,1,1,0,0,1.28,1.28,6.99,4758000
51.4,2,5,10,1991,33,Восток,2.03,1,1,0,0,2.29,3.27,9.76,10166000
43.1,1,2,2,1980,44,Восток,22.68,1,0,1,0,0.7,5.97,6.2,8948000
48.7,2,10,10,1999,25,Восток,7.31,0,1,0,0,0.28,6.8,1.88,9143000
57.5,2,1,3,2014,10,Запад,38.75,0,0,1,1,1.67,3.73,9.96,18910000
38.0,1,7,9,2007,17,Запад,0.75,1,1,1,0,1.45,4.8,5.38,12867000
67.1,2,17,21,1974,50,Запад,1.08,0,1,1,0,2.09,6.77,8.43,22294000
95.7,3,16,16,1999,25,Запад,14.02,1,1,1,0,4.81,6.53,1.66,31394000
46.4,2,24,30,2009,15,Юг,16.01,1,1,1,0,2.66,5.3,6.73,6913000
122.5,4,3,8,2001,23,Север,4.72,1,1,0,0,2.81,6.54,9.14,30925000
81.8,3,14,20,1993,31,Центр,3.76,0,1,1,0,4.71,4.65,5.41,35781000
100.7,3,10,19,2005,19,Пригород,54.04,0,1,0,0,4.61,0.14,3.03,7879000
51.3,2,22,24,2022,2,Пригород,16.94,0,1,0,1,4.43,0.43,1.45,4427000
93.9,3,7,10,1972,52,Пригород,40.83,1,1,1,0,0.58,7.84,3.1,9642000
43.1,1,17,26,1993,31,Пригород,53.41,0,1,1,0,3.21,1.25,3.68,4195000
95.2,3,6,15,1994,30,Запад,4.06,0,1,0,0,4.06,3.3,7.16,30504000
71.4,2,23,30,2003,21,Север,2.88,0,1,0,0,4.19,7.48,1.95,18098000
83.2,3,22,30,1980,44,Юг,12.71,0,1,0,0,2.93,1.64,1.24,13690000
41.7,1,4,13,1981,43,Юг,3.27,0,1,0,0,0.19,6.77,3.99,7324000
46.6,2,17,19,1987,37,Запад,0.3,0,1,1,0,4.87,6.56,4.69,15550000
84.7,3,9,9,2021,3,Юг,25.67,1,1,0,1,2.41,7.89,6.36,13874000
45.6,2,4,11,2011,13,Запад,7.17,0,1,1,1,2.03,2.33,7.13,14769000
80.3,3,7,16,2007,17,Запад,13.7,1,1,0,0,2.04,2.59,8.91,27446000
38.6,1,23,30,2015,9,Восток,13.96,1,1,0,1,2.18,7.23,3.03,8178000
93.6,3,2,3,1977,47,Восток,0.55,1,0,1,0,1.29,1.95,5.38,17784000
40.7,1,17,17,2017,7,Восток,1.5,1,1,1,1,1.7,4.43,3.79,8050000
83.2,3,24,30,2004,20,Центр,1.12,0,1,0,0,4.93,5.69,0.21,37531000
85.6,3,8,14,1990,34,Пригород,29.43,0,1,1,0,1.9,2.25,5.88,7654000
50.5,2,23,29,2015,9,Север,8.6,1,1,1,1,2.68,7.51,8.19,13722000
84.2,3,15,18,2014,10,Запад,7.81,0,1,0,1,4.26,5.36,0.56,27630000
74.0,2,15,23,2016,8,Пригород,37.26,0,1,0,1,2.68,0.47,0.23,7637000
53.8,2,8,13,1975,49,Пригород,24.51,0,1,1,0,1.69,1.17,7.33,5288000
44.5,1,16,17,2022,2,Пригород,32.19,1,1,0,1,2.67,1.61,6.9,3859000
30.4,1,19,19,2022,2,Юг,6.27,0,1,0,1,0.66,2.04,4.18,5195000
76.7,3,11,11,1991,33,Юг,5.05,0,1,0,0,0.74,5.87,6.68,12364000
35.7,1,2,10,1968,56,Восток,1.09,0,1,0,0,3.5,0.8,9.54,6908000
69.3,2,23,26,1980,44,Центр,3.15,1,1,0,0,4.6,2.87,2.63,31916000
60.0,2,24,28,2023,1,Север,0.61,0,1,0,1,3.66,7.3,2.61,15739000
87.5,3,17,19,2003,21,Север,3.8,1,1,1,0,0.47,4.5,2.03,24614000
59.1,2,16,19,1991,33,Север,9.9,0,1,0,0,2.07,2.2,7.3,14614000
58.5,2,15,22,1987,37,Юг,0.3,1,1,1,0,0.11,7.66,3.66,9933000
89.4,3,13,16,1986,38,Восток,6.75,0,1,1,0,2.6,2.03,9.89,17278000
76.3,3,15,23,2007,17,Центр,1.22,1,1,1,0,1.05,7.25,7.2,34042000
75.7,3,4,12,1995,29,Запад,0.3,0,1,0,0,4.35,5.83,3.8,24973000
80.5,3,16,21,2022,2,Юг,1.69,0,1,0,1,0.61,5.95,1.66,13232000
36.1,1,12,13,2008,16,Центр,8.49,1,1,0,0,0.11,6.14,6.0,16673000
90.3,3,4,13,2014,10,Пригород,38.45,1,1,1,1,2.31,4.1,3.09,9255000
85.2,3,3,9,1988,36,Восток,47.1,1,1,1,0,0.86,6.54,9.07,15046000
44.4,1,22,30,1970,54,Восток,5.95,1,1,1,0,3.72,6.71,4.53,9326000
60.5,2,17,22,1999,25,Восток,6.28,0,1,0,0,4.61,2.95,3.07,13310000
65.6,2,22,24,1989,35,Юг,3.98,1,1,1,0,0.31,3.26,5.97,11272000
63.2,2,18,24,1982,42,Север,2.97,0,1,1,0,2.04,7.12,1.54,16018000
76.2,3,18,22,2021,3,Юг,2.32,1,1,1,1,4.98,4.25,5.7,12611000
118.2,4,23,23,1996,28,Восток,3.37,0,1,0,0,3.69,6.95,0.75,23023000
102.8,3,17,19,1981,43,Север,4.93,0,1,0,0,4.77,5.05,6.15,27118000
39.5,1,12,16,1982,42,Пригород,23.64,0,1,0,0,0.9,4.79,5.4,3438000
85.5,3,23,29,1987,37,Юг,2.04,0,1,1,0,1.18,0.34,5.3,14477000
113.5,4,21,23,2023,1,Юг,2.53,0,1,1,1,0.86,2.3,6.9,18407000
77.8,3,24,29,1986,38,Пригород,35.22,0,1,1,0,1.58,4.07,0.64,6808000
103.2,3,4,8,1990,34,Пригород,44.38,0,1,1,0,3.65,4.74,4.71,9056000
149.1,5,12,12,2007,17,Юг,15.51,0,1,1,0,0.91,5.08,4.55,25278000
100.4,3,23,30,1988,36,Юг,2.71,0,1,1,0,2.67,5.76,4.71,15802000
73.7,2,22,27,1983,41,Юг,1.62,0,1,1,0,1.42,5.28,9.8,12305000
101.3,3,21,28,1980,44,Юг,3.81,0,1,1,0,4.16,6.8,1.56,16997000
70.7,2,20,20,1989,35,Восток,17.98,0,1,1,0,0.13,2.43,6.97,14095000
67.3,2,15,16,1974,50,Юг,0.3,1,1,0,0,1.19,5.17,4.14,12227000
57.9,2,23,26,1962,62,Запад,9.06,1,1,0,0,3.07,0.5,5.21,19022000
124.6,4,16,17,2014,10,Пригород,36.47,0,1,0,1,0.57,3.89,7.67,10338000
48.1,2,5,13,1978,46,Пригород,22.25,1,1,1,0,2.38,2.22,1.74,4407000
123.1,4,21,30,2013,11,Центр,1.16,1,1,1,1,2.24,3.11,7.68,54347000
81.4,3,15,22,2014,10,Юг,2.04,0,1,0,1,4.28,2.9,0.89,13327000
38.1,1,17,24,2001,23,Запад,16.82,1,1,1,0,3.16,0.58,4.94,12452000
77.3,3,18,21,1989,35,Север,5.26,0,1,0,0,3.23,3.79,7.47,19659000
28.8,1,5,9,1979,45,Юг,6.62,0,1,0,0,4.76,7.96,2.09,4572000
85.6,3,13,16,2011,13,Запад,7.21,0,1,0,1,4.91,2.46,7.75,27781000
95.0,3,19,27,2004,20,Юг,8.16,0,1,0,0,3.3,5.92,1.83,16477000
52.6,2,13,14,2007,17,Юг,5.47,1,1,0,0,2.66,4.43,8.03,8950000
70.1,2,18,25,1961,63,Восток,0.3,0,1,0,0,3.08,2.67,4.8,13213000
145.7,5,14,15,2020,4,Центр,1.22,0,1,1,1,1.97,0.81,6.91,64031000
54.5,2,4,4,1968,56,Север,1.63,0,0,1,0,4.94,1.81,9.19,14193000
43.7,1,4,13,1992,32,Восток,9.12,1,1,1,0,3.55,6.28,4.2,8251000
120.6,4,20,22,1994,30,Пригород,17.55,1,1,1,0,1.53,2.3,2.48,10274000
146.2,5,20,28,1960,64,Восток,6.64,1,1,1,0,0.38,1.24,8.7,28203000
66.8,2,19,21,1999,25,Север,1.89,0,1,1,0,0.32,2.72,1.78,16721000
99.9,3,13,21,2012,12,Восток,23.78,0,1,0,1,1.1,4.71,6.39,19860000
114.0,4,12,18,2015,9,Восток,3.27,0,1,1,1,1.24,5.66,9.25,22275000
49.6,2,7,16,2018,6,Юг,3.15,0,1,1,1,2.13,3.16,6.81,9047000
54.9,2,12,12,1999,25,Запад,20.55,0,1,1,0,1.15,4.04,2.12,17386000
109.1,4,21,30,2006,18,Юг,4.32,0,1,1,0,3.19,3.69,1.69,19599000
130.8,4,4,8,1970,54,Восток,26.34,0,1,1,0,1.14,0.17,2.67,26152000
83.5,3,2,10,1999,25,Пригород,16.09,1,1,0,0,1.02,3.23,4.04,8398000
46.9,2,2,4,1980,44,Север,2.93,1,0,0,0,2.41,4.74,1.76,12806000
